PGM_PO_NUMBER,PRD_LVL_NUMBER,NEW_FOB
2673645,73535522,4.83
2673645,73535539,4.83
2673645,73535546,4.83
2673645,73535553,4.83
2673645,73535560,4.83
2673647,73535522,4.83
2673647,73535539,4.83
2673647,73535546,4.83
2673647,73535553,4.83
2673647,73535560,4.83
2673642,73535621,4.63
2673642,73535638,4.63
2673642,73535645,4.63
2673642,73535652,4.63
2673642,73535669,4.63
2673644,73535621,4.63
2673644,73535638,4.63
2673644,73535645,4.63
2673644,73535652,4.63
2673644,73535669,4.63
2673646,73535621,4.63
2673646,73535638,4.63
2673646,73535645,4.63
2673646,73535652,4.63
2673646,73535669,4.63
